Total_Publications,Citations,h_Index,Field_Of_Study,Institution_Ranking,Avg_Authors_Per_Paper,Has_Won_Major_Award,Papers_In_Top_Journals,International_Collaborations,Years_Since_PhD,CoAuthor_Connections_With_Winners,Target
39.0,2592.0,5.0,Medicine,85,1.7554528939406264,0,0.0,2.0,22.0,0.0,No Win
44.0,1226.0,10.0,Medicine,111,3.029149449360289,0,1.0,2.0,49.0,0.0,No Win
41.0,2575.0,33.0,Physics,59,4.087101315717507,0,0.0,4.0,48.0,0.0,No Win
36.0,2735.0,33.0,Medicine,132,4.865417008128336,0,5.0,3.0,2.0,3.0,No Win
37.0,1054.0,31.0,Literature,22,3.1061190823152143,0,2.0,6.0,27.0,0.0,No Win
36.0,3441.0,22.0,Peace,126,4.67421214816595,1,5.0,1.0,20.0,1.0,No Win
41.0,4425.0,27.0,Economics,117,1.0,0,2.0,3.0,18.0,1.0,No Win
35.0,2900.0,28.0,Chemistry,22,2.2979278026387115,1,2.0,2.0,44.0,4.0,No Win
40.0,2758.0,15.0,Economics,138,8.221627454143537,1,3.0,2.0,28.0,1.0,No Win
49.0,983.0,25.0,Economics,90,3.5327723926528747,0,3.0,6.0,48.0,1.0,No Win
54.0,2537.0,38.0,Physics,76,1.0,0,3.0,3.0,2.0,1.0,No Win
49.0,2772.0,28.0,Literature,11,7.071885489761678,0,2.0,2.0,19.0,0.0,No Win
42.0,1568.0,27.0,Chemistry,148,3.388731047702949,0,3.0,6.0,10.0,1.0,No Win
40.0,4365.0,28.0,Literature,5,4.467255006086474,0,4.0,1.0,49.0,0.0,No Win
45.0,1775.0,31.0,Economics,5,4.385270626864679,0,2.0,2.0,15.0,1.0,No Win
39.0,1887.0,22.0,Peace,177,1.5042439464554707,0,7.0,2.0,35.0,1.0,No Win
43.0,2377.0,33.0,Peace,153,1.2845115290270934,0,3.0,1.0,45.0,1.0,No Win
42.0,0.0,45.0,Peace,76,8.559653833679349,0,2.0,0.0,34.0,0.0,No Win
46.0,2321.0,16.0,Economics,141,7.618884907226535,0,6.0,0.0,8.0,3.0,No Win
43.0,0.0,31.0,Peace,35,3.4012830697793097,0,8.0,2.0,22.0,0.0,No Win
41.0,380.0,29.0,Medicine,101,3.9157321268018443,0,4.0,7.0,20.0,1.0,No Win
48.0,810.0,16.0,Peace,79,5.024497599296882,0,3.0,1.0,49.0,2.0,No Win
31.0,3327.0,37.0,Economics,196,1.0,0,1.0,0.0,9.0,1.0,No Win
39.0,0.0,29.0,Peace,197,3.894745040427645,0,7.0,2.0,32.0,1.0,No Win
45.0,1301.0,19.0,Medicine,147,5.314877443043255,0,3.0,2.0,44.0,1.0,No Win
45.0,1882.0,8.0,Economics,155,2.1973257037914156,1,0.0,2.0,22.0,,No Win
33.0,4911.0,25.0,Physics,170,3.8481727732632813,0,5.0,2.0,49.0,2.0,No Win
39.0,2488.0,36.0,Physics,151,3.9146285355928097,0,0.0,0.0,44.0,3.0,No Win
45.0,6467.0,7.0,Economics,103,3.73968800135609,1,0.0,1.0,34.0,,No Win
39.0,2548.0,34.0,Peace,122,1.0,0,5.0,1.0,20.0,1.0,No Win
34.0,2087.0,33.0,Peace,65,4.792856184104173,0,4.0,0.0,14.0,0.0,No Win
46.0,1844.0,19.0,Peace,155,2.0472816516630306,0,4.0,2.0,,0.0,No Win
43.0,3990.0,21.0,Peace,130,3.7434592644818157,0,0.0,3.0,,2.0,No Win
47.0,3680.0,8.0,Chemistry,16,2.362637785143286,0,3.0,3.0,3.0,0.0,No Win
37.0,993.0,5.0,Literature,27,1.4551890182253242,0,3.0,5.0,37.0,2.0,No Win
41.0,2428.0,28.0,Literature,127,4.42110579292498,0,3.0,4.0,43.0,0.0,No Win
46.0,2629.0,25.0,Chemistry,126,7.135439124552649,0,5.0,3.0,23.0,2.0,No Win
40.0,1333.0,33.0,Peace,54,4.063434499678491,0,3.0,2.0,11.0,0.0,No Win
32.0,555.0,11.0,Chemistry,165,2.272510744066147,1,,4.0,33.0,2.0,No Win
48.0,0.0,14.0,Economics,57,4.673371126250961,1,3.0,1.0,15.0,0.0,No Win
36.0,69.0,19.0,Economics,144,4.339718750401102,0,4.0,4.0,18.0,0.0,No Win
25.0,0.0,16.0,Literature,71,6.959318296757514,0,1.0,4.0,4.0,2.0,No Win
21.0,1208.0,22.0,Literature,39,3.386544268037355,0,7.0,0.0,26.0,1.0,No Win
41.0,1518.0,21.0,Medicine,176,6.140844129844066,0,4.0,3.0,28.0,0.0,No Win
45.0,4714.0,22.0,Physics,103,3.54173703112941,0,8.0,1.0,4.0,1.0,No Win
37.0,2099.0,10.0,Peace,146,7.5351726452229855,0,8.0,0.0,3.0,1.0,No Win
38.0,3375.0,22.0,Economics,35,4.787917216405569,0,0.0,1.0,37.0,1.0,No Win
42.0,794.0,30.0,Literature,147,8.683646024272583,0,1.0,6.0,29.0,2.0,No Win
46.0,2751.0,17.0,Medicine,166,6.244791879320867,0,4.0,2.0,36.0,0.0,No Win
39.0,4540.0,24.0,Literature,191,6.789049613028031,0,5.0,5.0,11.0,0.0,No Win
39.0,4823.0,30.0,Economics,178,4.013881532571051,0,2.0,3.0,37.0,2.0,No Win
40.0,2892.0,31.0,Physics,74,2.717834671067135,0,3.0,0.0,12.0,2.0,No Win
32.0,1668.0,40.0,Physics,200,2.6641394862587426,0,2.0,1.0,38.0,0.0,No Win
48.0,1542.0,28.0,Chemistry,45,5.537735312064568,0,4.0,4.0,6.0,1.0,No Win
34.0,2277.0,28.0,Economics,62,1.4527759408999215,0,6.0,3.0,2.0,0.0,No Win
33.0,2158.0,14.0,Chemistry,26,5.176391493263001,1,2.0,,15.0,3.0,No Win
43.0,1440.0,18.0,Peace,40,7.1092174647730015,0,5.0,1.0,42.0,2.0,No Win
43.0,3775.0,32.0,Medicine,119,4.747304286631762,0,4.0,2.0,19.0,0.0,Win
43.0,1766.0,29.0,Economics,156,4.48830747998075,0,1.0,3.0,8.0,0.0,No Win
32.0,2639.0,22.0,Literature,27,1.8311254305685996,0,2.0,2.0,12.0,0.0,No Win
39.0,1885.0,31.0,Physics,194,3.4496182116543133,0,6.0,2.0,5.0,0.0,No Win
37.0,0.0,18.0,Chemistry,131,6.237457595972257,0,4.0,6.0,47.0,0.0,No Win
34.0,1637.0,17.0,Medicine,154,4.189459492033417,0,0.0,3.0,21.0,3.0,No Win
41.0,1309.0,29.0,Peace,36,2.955948808085119,0,5.0,1.0,17.0,0.0,No Win
43.0,0.0,18.0,Chemistry,9,4.794289854626286,0,6.0,2.0,12.0,2.0,No Win
28.0,0.0,7.0,Medicine,126,4.041948538608162,0,2.0,2.0,24.0,2.0,No Win
38.0,2783.0,23.0,Economics,30,1.0,0,4.0,1.0,24.0,2.0,No Win
41.0,4082.0,28.0,Medicine,88,3.413238652189133,0,3.0,2.0,23.0,1.0,No Win
35.0,3563.0,27.0,Chemistry,135,3.2622416456714918,0,2.0,0.0,28.0,0.0,No Win
32.0,5678.0,32.0,Medicine,145,5.65428959265253,1,4.0,2.0,21.0,0.0,No Win
37.0,924.0,26.0,Physics,144,2.5064904416106333,0,1.0,2.0,25.0,2.0,No Win
47.0,2360.0,39.0,Literature,157,5.254949430675875,0,6.0,2.0,40.0,1.0,No Win
52.0,3480.0,28.0,Literature,25,2.4341044886948984,0,5.0,2.0,6.0,1.0,No Win
46.0,2639.0,28.0,Physics,136,6.0105899947459935,1,3.0,2.0,25.0,2.0,No Win
44.0,1255.0,15.0,Literature,71,5.465461753819767,0,1.0,3.0,27.0,1.0,No Win
38.0,1070.0,43.0,Peace,195,3.4835790423022135,0,1.0,3.0,8.0,3.0,No Win
44.0,1465.0,30.0,Economics,120,3.800365475144988,0,1.0,0.0,39.0,1.0,No Win
38.0,2403.0,30.0,Peace,46,1.187678876716053,0,4.0,1.0,15.0,0.0,No Win
43.0,2299.0,22.0,Literature,85,2.3654471969531454,0,5.0,1.0,36.0,1.0,No Win
34.0,1473.0,31.0,Literature,54,6.8455952522401535,0,5.0,0.0,5.0,1.0,No Win
37.0,1418.0,40.0,Literature,134,5.848369866757507,0,3.0,4.0,39.0,0.0,No Win
44.0,2472.0,7.0,Peace,34,2.941487504445468,1,3.0,3.0,,0.0,No Win
40.0,3516.0,24.0,Peace,60,6.064924748000868,0,4.0,2.0,12.0,0.0,No Win
22.0,884.0,31.0,Chemistry,46,3.155433093744052,0,0.0,3.0,3.0,0.0,No Win
42.0,4018.0,31.0,Literature,103,6.932457007480486,0,7.0,2.0,31.0,0.0,No Win
38.0,161.0,27.0,Economics,89,3.716791791184994,0,2.0,0.0,26.0,0.0,No Win
36.0,1614.0,12.0,Peace,158,5.0340122783841,1,1.0,1.0,6.0,0.0,No Win
,600.0,37.0,Peace,77,4.769080580948776,0,3.0,1.0,34.0,0.0,No Win
45.0,5328.0,27.0,Physics,78,3.9826229132079054,0,2.0,2.0,6.0,0.0,No Win
45.0,1879.0,26.0,Peace,198,1.473827714897558,0,4.0,2.0,15.0,0.0,No Win
38.0,1379.0,5.0,Medicine,89,4.336039668546033,0,4.0,0.0,17.0,1.0,No Win
48.0,1970.0,16.0,Chemistry,67,4.201611624117267,0,6.0,5.0,31.0,0.0,No Win
38.0,295.0,31.0,Physics,185,7.577920569884991,0,3.0,6.0,27.0,1.0,No Win
41.0,2741.0,16.0,Peace,22,1.2338273213484285,0,0.0,1.0,20.0,1.0,No Win
33.0,3495.0,41.0,Peace,111,4.462922817394499,0,3.0,2.0,43.0,0.0,No Win
48.0,3085.0,22.0,Medicine,108,4.211565590893315,0,5.0,1.0,10.0,3.0,No Win
48.0,2003.0,31.0,Literature,2,3.3760257463146544,0,1.0,1.0,7.0,0.0,No Win
44.0,1058.0,26.0,Economics,183,2.146177243417543,0,1.0,0.0,46.0,0.0,No Win
39.0,30.0,17.0,Chemistry,143,3.645844661162566,0,2.0,3.0,24.0,2.0,No Win
44.0,2320.0,32.0,Medicine,27,4.820074677491276,0,5.0,2.0,29.0,0.0,No Win
43.0,500.0,27.0,Literature,155,5.4389732152499715,0,1.0,0.0,34.0,0.0,No Win
42.0,1275.0,27.0,Literature,118,5.9307032000182165,0,3.0,2.0,13.0,0.0,No Win
32.0,4434.0,22.0,Literature,193,6.225877148636222,0,3.0,0.0,23.0,1.0,No Win
31.0,5289.0,21.0,Medicine,138,6.981035724902245,1,4.0,1.0,27.0,0.0,No Win
30.0,836.0,19.0,Physics,78,1.4247568547885376,0,4.0,2.0,49.0,0.0,No Win
40.0,1180.0,23.0,Medicine,102,6.269150383580387,0,5.0,1.0,24.0,1.0,No Win
28.0,0.0,22.0,Medicine,141,6.682113561082858,0,2.0,2.0,20.0,0.0,No Win
43.0,3486.0,23.0,Literature,15,3.3506392421880173,0,2.0,1.0,35.0,2.0,No Win
46.0,2787.0,36.0,Chemistry,11,8.41574005088744,0,2.0,0.0,7.0,1.0,No Win
46.0,895.0,8.0,Economics,136,3.8474948791520327,1,1.0,1.0,39.0,1.0,No Win
36.0,0.0,30.0,Chemistry,77,2.9345352525781374,0,2.0,2.0,11.0,0.0,No Win
42.0,3370.0,15.0,Medicine,72,5.749036242225094,0,1.0,1.0,48.0,0.0,Win
41.0,1735.0,30.0,Economics,20,2.893339730232217,0,1.0,2.0,2.0,0.0,No Win
37.0,2763.0,11.0,Medicine,37,4.43690306247281,0,1.0,0.0,20.0,2.0,No Win
46.0,2181.0,20.0,Economics,112,1.9396643315063233,1,4.0,0.0,23.0,2.0,No Win
47.0,778.0,25.0,Physics,137,4.427218884375251,0,1.0,3.0,4.0,2.0,No Win
31.0,0.0,19.0,Peace,11,9.041814705921743,0,3.0,3.0,26.0,1.0,No Win
43.0,3449.0,32.0,Physics,62,1.0,0,3.0,2.0,6.0,0.0,No Win
52.0,0.0,35.0,Physics,173,1.5878006841763446,0,5.0,2.0,43.0,3.0,No Win
37.0,1426.0,22.0,Chemistry,194,3.165120639983729,0,3.0,1.0,37.0,1.0,No Win
37.0,3692.0,36.0,Peace,197,4.497431731263122,0,4.0,1.0,25.0,1.0,No Win
59.0,1252.0,45.0,Physics,143,3.443946119329968,0,3.0,0.0,35.0,0.0,No Win
44.0,831.0,37.0,Chemistry,20,5.1382719137835045,0,8.0,5.0,49.0,1.0,No Win
41.0,2706.0,29.0,Peace,97,3.557995501811135,0,2.0,1.0,44.0,2.0,No Win
36.0,3906.0,14.0,Physics,68,2.8873091166277267,0,3.0,4.0,38.0,2.0,No Win
39.0,0.0,6.0,Medicine,193,1.2205919567527324,0,2.0,2.0,13.0,1.0,No Win
45.0,1161.0,8.0,Chemistry,15,5.154128307460735,1,3.0,4.0,15.0,0.0,Win
58.0,2145.0,16.0,Peace,49,6.1179214896198575,0,6.0,0.0,4.0,1.0,No Win
36.0,2619.0,35.0,Medicine,163,3.8149385340498743,0,0.0,2.0,8.0,1.0,No Win
39.0,3750.0,7.0,Chemistry,167,3.0739075707079984,0,2.0,2.0,7.0,2.0,No Win
41.0,1461.0,38.0,Physics,72,5.348284300104557,0,5.0,2.0,46.0,2.0,No Win
32.0,1867.0,33.0,Literature,139,1.813449968449889,0,1.0,5.0,22.0,1.0,No Win
32.0,4131.0,37.0,Medicine,85,6.8409750210822615,0,5.0,3.0,46.0,1.0,No Win
50.0,3414.0,23.0,Peace,122,4.2436367457690825,0,1.0,1.0,37.0,0.0,No Win
46.0,2382.0,5.0,Physics,106,7.816908258114516,0,2.0,1.0,20.0,2.0,No Win
47.0,1756.0,34.0,Physics,147,2.084991349945282,0,5.0,3.0,12.0,3.0,No Win
41.0,2633.0,31.0,Medicine,197,4.002786234704497,0,3.0,1.0,27.0,1.0,No Win
42.0,3804.0,29.0,Medicine,51,3.8228374025964875,0,4.0,0.0,32.0,2.0,No Win
48.0,2126.0,24.0,Peace,21,5.370985919362928,0,6.0,1.0,16.0,0.0,No Win
30.0,1749.0,13.0,Literature,67,2.7243452579727676,0,1.0,0.0,15.0,2.0,No Win
41.0,1671.0,51.0,Chemistry,22,3.290252181433119,0,5.0,5.0,39.0,2.0,No Win
38.0,3113.0,5.0,Physics,74,1.0,0,0.0,1.0,18.0,0.0,No Win
28.0,1498.0,9.0,Medicine,143,4.414175481772893,0,4.0,3.0,3.0,1.0,Win
40.0,3387.0,25.0,Literature,149,7.524701421490674,0,4.0,0.0,42.0,0.0,No Win
34.0,1111.0,,Medicine,80,3.7181175049124873,0,1.0,1.0,49.0,2.0,No Win
58.0,2725.0,20.0,Chemistry,12,1.0,1,1.0,1.0,28.0,0.0,Win
38.0,402.0,10.0,Chemistry,40,1.978811024665457,1,1.0,4.0,4.0,1.0,No Win
47.0,0.0,36.0,Literature,18,3.6072223501132865,0,3.0,1.0,16.0,1.0,No Win
34.0,2115.0,24.0,Physics,85,1.9868356414076906,0,4.0,4.0,43.0,1.0,No Win
42.0,1574.0,34.0,Peace,36,3.487837439762621,1,4.0,2.0,39.0,2.0,No Win
35.0,2838.0,16.0,Chemistry,200,4.3989489654061495,0,1.0,2.0,9.0,1.0,No Win
48.0,0.0,22.0,Economics,45,5.194798547465658,0,0.0,3.0,21.0,2.0,No Win
39.0,615.0,22.0,Literature,10,6.183228424460304,0,3.0,4.0,49.0,1.0,No Win
52.0,1742.0,20.0,Economics,13,1.6525528371817733,0,1.0,2.0,39.0,0.0,No Win
32.0,6133.0,49.0,Peace,197,1.0259044879561108,0,4.0,3.0,48.0,0.0,No Win
41.0,3388.0,17.0,Physics,103,5.525460788590292,0,1.0,1.0,40.0,0.0,No Win
43.0,555.0,27.0,Literature,4,1.464447986461122,0,2.0,1.0,30.0,1.0,No Win
40.0,1635.0,19.0,Medicine,79,1.8933022186816384,0,2.0,6.0,14.0,0.0,No Win
43.0,1962.0,28.0,Physics,186,4.6557264929916355,0,3.0,1.0,18.0,1.0,No Win
41.0,2640.0,31.0,Economics,164,1.630330807138984,0,2.0,2.0,7.0,0.0,No Win
39.0,2833.0,27.0,Physics,86,2.096312504801367,0,6.0,0.0,4.0,0.0,No Win
44.0,3361.0,25.0,Peace,92,3.8636026948121343,0,7.0,0.0,13.0,2.0,Win
52.0,2213.0,30.0,Literature,73,2.039266711561852,0,4.0,3.0,45.0,2.0,No Win
36.0,1977.0,29.0,Literature,32,4.489493096064976,1,2.0,2.0,2.0,1.0,No Win
41.0,2832.0,36.0,Physics,20,1.0,0,3.0,2.0,19.0,2.0,No Win
43.0,653.0,26.0,Peace,46,3.5526868355595966,0,3.0,3.0,22.0,1.0,No Win
40.0,3626.0,20.0,Chemistry,66,5.561741256187555,0,4.0,2.0,25.0,,No Win
46.0,5590.0,30.0,Chemistry,175,4.567895725743147,0,4.0,2.0,46.0,0.0,No Win
38.0,2871.0,26.0,Peace,157,1.8652133406496598,0,5.0,4.0,23.0,0.0,No Win
29.0,2908.0,10.0,Peace,60,4.696347498145059,0,2.0,0.0,47.0,2.0,No Win
38.0,2807.0,23.0,Economics,93,4.155261383093738,0,2.0,1.0,44.0,2.0,No Win
37.0,4066.0,22.0,Peace,165,1.0,0,3.0,2.0,43.0,0.0,No Win
35.0,1937.0,25.0,Physics,127,1.0246835603905127,0,4.0,2.0,10.0,2.0,No Win
52.0,1591.0,5.0,Literature,185,2.0405967785990304,0,4.0,1.0,24.0,0.0,No Win
47.0,3420.0,37.0,Peace,36,4.220535574975432,0,5.0,1.0,27.0,1.0,No Win
28.0,1066.0,11.0,Literature,143,1.0,0,2.0,3.0,5.0,0.0,No Win
32.0,577.0,36.0,Chemistry,92,3.110466281779063,0,0.0,4.0,39.0,2.0,No Win
48.0,260.0,33.0,Chemistry,42,4.552213855338835,0,1.0,0.0,2.0,1.0,No Win
46.0,1704.0,26.0,Peace,95,6.978293896165725,0,2.0,2.0,1.0,2.0,No Win
48.0,3759.0,30.0,Chemistry,104,6.506299123380508,0,1.0,2.0,5.0,0.0,No Win
44.0,2464.0,5.0,Peace,89,5.860824331694541,0,5.0,1.0,35.0,1.0,No Win
55.0,1056.0,26.0,Literature,19,4.118647443996743,0,2.0,3.0,22.0,1.0,No Win
46.0,1870.0,29.0,Peace,9,2.0216522450621865,0,5.0,2.0,14.0,0.0,No Win
37.0,3284.0,24.0,Economics,62,4.449228915083435,0,5.0,4.0,19.0,0.0,No Win
37.0,,28.0,Peace,69,3.616475601895465,0,2.0,2.0,48.0,3.0,No Win
33.0,889.0,28.0,Economics,141,4.239526151498455,1,2.0,1.0,46.0,2.0,No Win
34.0,1632.0,17.0,Economics,95,6.030511928916502,0,1.0,1.0,10.0,3.0,No Win
42.0,1984.0,28.0,Peace,161,4.131454529009039,0,3.0,3.0,34.0,0.0,No Win
46.0,697.0,32.0,Economics,94,3.8925206795074057,0,2.0,2.0,13.0,0.0,No Win
44.0,2531.0,26.0,Physics,28,6.471754276081621,0,6.0,1.0,41.0,1.0,No Win
40.0,1683.0,33.0,Economics,82,6.949928277573047,0,4.0,2.0,35.0,0.0,No Win
44.0,61.0,19.0,Literature,58,2.6622622290627938,0,2.0,2.0,30.0,2.0,No Win
35.0,4102.0,30.0,Chemistry,195,1.0,0,3.0,1.0,30.0,0.0,No Win
37.0,187.0,24.0,Chemistry,108,3.4620836324123165,0,2.0,1.0,16.0,0.0,No Win
50.0,1805.0,28.0,Medicine,172,2.6567402197215975,0,5.0,1.0,25.0,1.0,No Win
32.0,298.0,33.0,Chemistry,153,2.501756712058244,0,6.0,0.0,9.0,1.0,No Win
41.0,3190.0,26.0,Peace,45,3.27839767638556,0,2.0,4.0,30.0,0.0,No Win
,0.0,35.0,Economics,63,5.7882126876292075,1,5.0,1.0,29.0,1.0,No Win
36.0,2429.0,26.0,Peace,176,8.120507180808277,0,4.0,3.0,39.0,0.0,No Win
44.0,1952.0,21.0,Physics,171,1.913292831239207,0,5.0,1.0,20.0,1.0,No Win
19.0,1792.0,35.0,Medicine,9,3.7800713210532733,0,2.0,2.0,11.0,0.0,No Win
44.0,0.0,23.0,Physics,48,3.44569537455677,0,2.0,2.0,40.0,2.0,No Win
40.0,1797.0,36.0,Chemistry,137,5.642691789303846,0,1.0,0.0,21.0,2.0,No Win
41.0,2902.0,16.0,Literature,103,2.4137615296178776,0,6.0,3.0,40.0,0.0,No Win
46.0,2826.0,40.0,Peace,138,5.677917155184669,0,2.0,2.0,40.0,0.0,No Win
34.0,4120.0,20.0,Peace,108,6.246252440670247,1,1.0,1.0,27.0,1.0,No Win
37.0,2440.0,32.0,Chemistry,146,4.456384068783115,0,2.0,3.0,35.0,2.0,No Win
50.0,0.0,35.0,Peace,172,2.6442654743363407,0,5.0,2.0,38.0,1.0,No Win
53.0,2888.0,27.0,Literature,148,4.608107547961811,0,2.0,1.0,14.0,2.0,No Win
54.0,0.0,17.0,Physics,88,5.807839444024434,0,3.0,2.0,39.0,1.0,No Win
42.0,2318.0,28.0,Economics,75,3.78901551283924,0,3.0,1.0,24.0,0.0,No Win
33.0,1131.0,17.0,Physics,168,4.47164495849969,0,1.0,3.0,15.0,0.0,No Win
35.0,611.0,19.0,Physics,140,1.7444254242351613,0,4.0,2.0,24.0,1.0,No Win
30.0,1871.0,25.0,Chemistry,156,1.2707590130922672,0,4.0,2.0,1.0,0.0,No Win
36.0,2512.0,20.0,Chemistry,154,3.749005309535577,0,4.0,2.0,10.0,0.0,No Win
32.0,2038.0,30.0,Peace,5,5.804852866497143,0,0.0,,24.0,2.0,No Win
31.0,2913.0,5.0,Literature,91,5.025670892132398,0,5.0,4.0,43.0,2.0,No Win
42.0,1548.0,34.0,Literature,172,4.972072100328894,0,0.0,4.0,10.0,0.0,No Win
54.0,789.0,15.0,Physics,91,5.9034356100566825,0,3.0,2.0,8.0,1.0,No Win
56.0,36.0,23.0,Medicine,173,1.704055257379819,1,2.0,3.0,12.0,1.0,No Win
36.0,735.0,32.0,Chemistry,132,4.555810626148052,0,2.0,2.0,3.0,0.0,No Win
49.0,2121.0,7.0,Physics,137,3.6043096067466465,0,0.0,3.0,14.0,2.0,Win
32.0,5344.0,18.0,Chemistry,189,1.0,1,4.0,3.0,35.0,0.0,No Win
38.0,514.0,19.0,Medicine,6,1.0,0,1.0,4.0,44.0,1.0,No Win
41.0,3516.0,12.0,Medicine,82,4.725289076772667,0,6.0,3.0,40.0,1.0,No Win
43.0,2194.0,33.0,Economics,154,1.8173533080245203,0,3.0,4.0,46.0,0.0,No Win
35.0,902.0,25.0,Medicine,133,4.5234764147022135,0,2.0,0.0,3.0,1.0,No Win
38.0,2882.0,34.0,Physics,107,3.712982690922783,1,0.0,3.0,7.0,2.0,No Win
35.0,2475.0,23.0,Literature,30,4.005540212473897,1,3.0,3.0,29.0,2.0,No Win
48.0,2289.0,28.0,Chemistry,90,7.176126879291607,0,7.0,5.0,7.0,0.0,No Win
30.0,1589.0,42.0,Peace,102,2.1182408948037206,0,4.0,1.0,41.0,0.0,No Win
40.0,1551.0,23.0,Peace,75,3.6030794337023306,0,3.0,3.0,43.0,4.0,No Win
36.0,917.0,14.0,Peace,96,7.535069004523944,0,3.0,1.0,27.0,0.0,No Win
45.0,70.0,24.0,Chemistry,164,5.638411939869025,0,0.0,2.0,49.0,0.0,No Win
49.0,1664.0,38.0,Chemistry,111,4.534674099046914,0,4.0,5.0,1.0,1.0,No Win
45.0,4679.0,17.0,Peace,108,5.831872162674548,0,4.0,1.0,3.0,2.0,No Win
51.0,3178.0,25.0,Peace,114,1.9496904376934232,0,1.0,3.0,48.0,1.0,No Win
43.0,3039.0,6.0,Peace,152,6.304918153931583,0,2.0,2.0,12.0,1.0,No Win
40.0,3089.0,11.0,Literature,96,3.5275217323354693,1,3.0,1.0,10.0,0.0,No Win
54.0,1211.0,16.0,Economics,91,4.736293731741172,0,3.0,3.0,22.0,2.0,No Win
40.0,1408.0,23.0,Economics,54,3.095686728366579,0,3.0,2.0,18.0,1.0,No Win
48.0,644.0,25.0,Physics,192,7.033945205809818,0,4.0,4.0,6.0,0.0,No Win
44.0,1454.0,32.0,Physics,86,2.9230079471478536,0,5.0,1.0,26.0,1.0,No Win
35.0,906.0,18.0,Medicine,91,3.684521397407288,0,4.0,1.0,5.0,1.0,No Win
40.0,3819.0,27.0,Literature,121,2.9518721382694855,0,6.0,2.0,40.0,0.0,No Win
44.0,1971.0,39.0,Medicine,135,1.0,0,4.0,5.0,22.0,2.0,No Win
43.0,2776.0,34.0,Medicine,128,5.277979682762863,0,4.0,0.0,,2.0,No Win
48.0,2262.0,37.0,Economics,31,2.713073644695903,1,3.0,0.0,20.0,2.0,No Win
36.0,2068.0,10.0,Peace,165,3.2958817201141946,0,4.0,2.0,24.0,1.0,No Win
53.0,0.0,25.0,Peace,153,4.705433003244679,0,2.0,0.0,30.0,0.0,No Win
38.0,1147.0,21.0,Physics,194,4.291519587994156,0,3.0,0.0,27.0,1.0,No Win
51.0,3154.0,43.0,Physics,1,3.589642521979668,0,3.0,3.0,41.0,2.0,No Win
40.0,2654.0,25.0,Physics,172,1.7212471484149554,0,1.0,3.0,2.0,1.0,No Win
31.0,3889.0,13.0,Peace,105,8.382914883601673,1,1.0,1.0,33.0,1.0,No Win
35.0,0.0,13.0,Physics,2,2.7650921277449374,0,1.0,1.0,25.0,0.0,No Win
56.0,1911.0,32.0,Peace,169,5.807107770865812,1,3.0,2.0,27.0,2.0,No Win
44.0,416.0,26.0,Peace,126,1.7910732213613643,1,2.0,0.0,38.0,4.0,No Win
35.0,2903.0,10.0,Physics,12,1.4641743886340373,0,2.0,1.0,7.0,1.0,No Win
48.0,2539.0,24.0,Literature,12,2.4182950843194586,0,2.0,1.0,33.0,3.0,No Win
47.0,3410.0,31.0,Literature,196,6.318528092251878,0,1.0,2.0,26.0,1.0,No Win
41.0,2336.0,25.0,Economics,85,5.883078774199297,0,3.0,3.0,10.0,0.0,No Win
38.0,1428.0,33.0,Physics,78,,0,3.0,5.0,14.0,2.0,No Win
45.0,561.0,18.0,Economics,159,3.072623288435519,0,2.0,3.0,18.0,,No Win
32.0,4221.0,36.0,Peace,97,3.1727300169468817,0,3.0,3.0,30.0,0.0,No Win
31.0,2757.0,29.0,Peace,143,3.023625514635194,0,3.0,0.0,35.0,0.0,No Win
48.0,3025.0,16.0,Peace,182,2.481122130509262,0,2.0,2.0,38.0,2.0,No Win
40.0,1712.0,35.0,Economics,181,4.67719999076856,0,5.0,0.0,15.0,0.0,No Win
44.0,833.0,42.0,Peace,175,1.4295962157074804,0,4.0,1.0,27.0,0.0,No Win
39.0,547.0,30.0,Physics,34,3.8855586914572315,1,3.0,2.0,35.0,2.0,No Win
40.0,0.0,41.0,Economics,163,9.01402520709316,0,0.0,1.0,23.0,0.0,No Win
43.0,1693.0,17.0,Physics,99,6.994345210066014,0,2.0,4.0,11.0,0.0,No Win
37.0,809.0,14.0,Chemistry,92,5.196722443472105,0,4.0,2.0,43.0,1.0,No Win
42.0,2434.0,33.0,Peace,42,4.998930868965081,0,1.0,2.0,4.0,0.0,No Win
52.0,1340.0,24.0,Physics,182,5.849310860382586,0,2.0,1.0,28.0,1.0,No Win
39.0,503.0,21.0,Medicine,3,5.0521986330286435,0,5.0,3.0,13.0,1.0,No Win
43.0,2615.0,,Literature,25,2.322581099225512,0,5.0,1.0,6.0,1.0,No Win
36.0,2542.0,26.0,Physics,55,1.611957372271208,0,4.0,3.0,5.0,1.0,No Win
43.0,3771.0,23.0,Medicine,29,1.0,0,3.0,3.0,27.0,1.0,No Win
49.0,4532.0,26.0,Chemistry,173,4.106841167544058,0,4.0,2.0,47.0,0.0,No Win
37.0,1475.0,20.0,Peace,11,1.0,0,3.0,2.0,44.0,0.0,No Win
36.0,1728.0,16.0,Economics,104,3.7370479395114513,0,1.0,3.0,30.0,1.0,No Win
53.0,2527.0,6.0,Medicine,188,7.778612008781353,0,2.0,4.0,16.0,2.0,No Win
40.0,2598.0,7.0,Physics,34,1.6518985623117826,0,2.0,2.0,48.0,1.0,No Win
