Games_Played_Last_5,Avg_Performance_Rating,Injury_Count_Last_Season,Recovery_Status,Disciplinary_Actions,Player_Role,Match_Importance,Fitness_Score,Travel_Fatigue_Index,Coach_Preference_Flag,Team_Need_For_Role,Target
3.0,8.48575330799442,0.0,Rehab,0.0,Forward,High,7.088629559988244,2.87141770834491,0,0,Not Selected
5.0,3.7411905658796063,1.0,Partial,0.0,Midfielder,High,7.7452441356447865,1.8051880999443435,0,0,Not Selected
4.0,6.6534361731047404,1.0,Partial,0.0,Defender,Medium,5.653563552490382,3.831595326758792,0,1,Not Selected
0.0,8.720843353183463,,Partial,0.0,Forward,High,4.319969931877606,2.2479248497439537,0,1,Not Selected
5.0,7.866541060825725,0.0,Full,2.0,Goalkeeper,Medium,8.991973000219517,2.913441831219443,1,1,Not Selected
4.0,5.931118187137278,1.0,Partial,0.0,Goalkeeper,Low,8.237727397786736,0.5255308656101967,1,0,Not Selected
2.0,2.671304540458533,0.0,Partial,0.0,Goalkeeper,Low,5.557103717777341,2.6420710867767117,1,1,Not Selected
2.0,9.577661301732855,1.0,Full,0.0,Forward,Low,5.839607827356968,3.1391241241117696,1,0,Not Selected
4.0,8.292484243947099,0.0,Full,0.0,Forward,High,8.271727787387539,1.9533594910441567,0,0,Not Selected
3.0,1.6131842910890937,0.0,Full,0.0,Forward,Low,6.049874377402982,0.6245280025991935,0,1,Not Selected
4.0,4.33080450121059,0.0,Full,0.0,Forward,Low,7.106086052039962,3.4932655576680824,0,0,Not Selected
1.0,7.186749621687113,0.0,Partial,0.0,Defender,Low,7.434258389523503,0.9732953717156487,0,0,Not Selected
2.0,4.591406082370486,1.0,Full,0.0,Goalkeeper,Low,6.716352974613513,3.0890443329901274,0,0,Selected
1.0,5.250459660529545,1.0,Partial,0.0,Defender,Medium,7.141439759662405,1.1682695201859379,0,1,Selected
5.0,10.0,1.0,Full,0.0,Forward,High,9.855595999047978,4.914196340485069,0,0,Not Selected
5.0,4.010186744461615,0.0,Full,0.0,Midfielder,Medium,6.649470668217026,4.130032446820965,1,0,Not Selected
4.0,3.505490925464197,2.0,Full,0.0,Midfielder,Medium,5.416586121099999,4.407251641653355,0,1,Selected
2.0,6.76059602041618,0.0,Partial,0.0,Midfielder,Medium,8.011070604880596,2.8020134363392586,0,0,Not Selected
1.0,8.009747772107161,0.0,Full,0.0,Defender,Low,8.612645540153004,5.225261626401267,0,0,Not Selected
4.0,5.032667959659249,1.0,Full,0.0,Defender,Medium,4.160821158229881,2.267105077223122,0,0,Selected
5.0,5.7814384134428565,1.0,Rehab,1.0,Goalkeeper,High,7.335998174555283,5.695155991164195,0,1,Not Selected
5.0,6.058236293539787,0.0,Rehab,1.0,Forward,Medium,7.277406434295237,5.132427205737829,0,1,Not Selected
5.0,4.00505069776951,0.0,Rehab,0.0,Forward,High,4.7876022660766955,5.5048573718902425,0,1,Selected
0.0,4.3385326885991,0.0,Full,0.0,Midfielder,Low,10.0,3.1741943390031695,0,1,Selected
1.0,5.106969186657313,1.0,Full,0.0,Goalkeeper,Medium,4.877471046485656,5.09671056618925,1,1,Selected
0.0,2.224086656513836,1.0,Rehab,0.0,Midfielder,High,6.022117177427995,3.416796783777369,0,1,Not Selected
5.0,6.638517620550503,0.0,Rehab,1.0,Defender,Medium,9.780411708547586,3.945083684288915,0,0,Selected
4.0,6.886311901112649,0.0,Full,1.0,Defender,Medium,6.529162876859569,0.7043762033297765,0,1,Not Selected
1.0,6.65550771740557,0.0,Partial,0.0,Goalkeeper,Medium,7.273542805347799,1.9750786669743705,0,0,Not Selected
4.0,5.945951585367189,1.0,Full,0.0,Midfielder,Medium,8.485817223808716,3.1053009121547497,0,1,Not Selected
4.0,7.601214082908911,2.0,Full,0.0,Forward,Medium,7.108880976364612,2.0471862517572537,1,0,Not Selected
0.0,6.040483330639125,1.0,Partial,0.0,Goalkeeper,High,7.4496370649174555,,0,1,Not Selected
5.0,7.077322384505246,1.0,Full,0.0,Forward,High,5.869190305344044,3.6573794149616967,1,0,Not Selected
1.0,5.658527586336215,1.0,Full,0.0,Forward,High,7.503939810681878,1.3622082201830734,0,1,Not Selected
5.0,8.41662607365651,1.0,Full,0.0,Defender,Medium,6.727736791848815,2.6183735628660663,1,1,Not Selected
5.0,7.931958290106471,0.0,Rehab,0.0,Defender,High,5.574113736485476,4.697077993495029,0,0,Not Selected
5.0,3.0829871258623798,1.0,Rehab,0.0,Forward,Medium,7.010076605818362,0.7797942705858678,1,1,Selected
1.0,3.6831087778539033,0.0,Full,0.0,Defender,High,5.379335713671562,0.0,0,0,Not Selected
0.0,6.767193830577032,0.0,Partial,0.0,Midfielder,Medium,7.130721605294869,2.1131852133812368,0,0,Not Selected
0.0,7.133067339520641,0.0,Rehab,1.0,Forward,Low,10.0,0.8273660756794636,0,0,Selected
3.0,10.0,1.0,Rehab,0.0,Forward,High,5.458197374782306,3.737227489481415,0,0,Not Selected
0.0,8.376664017593445,0.0,Rehab,0.0,Midfielder,Medium,6.725152861258056,2.7389188916858296,1,0,Not Selected
0.0,7.070455377969908,1.0,Full,0.0,Defender,High,6.164297307685214,0.8128814460822462,0,0,Not Selected
5.0,7.743527385820916,0.0,Full,1.0,Forward,Medium,6.21858193828593,3.6059669689591605,0,0,Not Selected
2.0,4.833352639584078,1.0,Full,1.0,Goalkeeper,High,5.597608359106464,3.1795425002128597,1,0,Not Selected
2.0,2.688920259559493,1.0,Rehab,0.0,Defender,Low,7.403678714482496,1.9529799496700329,0,1,Not Selected
0.0,6.29707065245041,,Partial,1.0,Defender,Medium,5.496591495069723,4.0135456571395265,0,0,Not Selected
5.0,5.624850193940011,1.0,Full,1.0,,Low,5.239028628523741,3.9653404719972043,1,1,Not Selected
4.0,6.229279165477901,0.0,Full,0.0,Defender,Low,8.675100659819671,0.15378254922427015,0,0,Not Selected
0.0,8.875852625479006,1.0,Partial,1.0,Defender,Low,6.44763225424563,3.0821109954462464,0,1,Not Selected
4.0,5.424943921701106,0.0,Rehab,0.0,Goalkeeper,Medium,8.573853071738155,3.0198833355886987,1,0,Not Selected
1.0,1.0,0.0,Rehab,1.0,Midfielder,High,5.282536942950992,3.2114658767552844,0,0,Not Selected
1.0,6.001771206983756,0.0,Partial,0.0,Goalkeeper,Medium,6.774557837104285,4.365267732209006,1,0,Not Selected
1.0,5.944178743887403,1.0,Partial,0.0,Forward,High,8.456020561711405,3.6898366648119216,0,0,Not Selected
3.0,6.17836182623585,0.0,Rehab,0.0,Forward,Low,4.439343080750206,4.292821124529734,0,0,Not Selected
4.0,7.467981711477528,1.0,Full,0.0,Midfielder,High,10.0,4.494620441272913,0,1,Selected
2.0,5.56661774585161,0.0,Partial,1.0,Midfielder,High,4.91870007618205,1.3935276098175482,0,0,Not Selected
2.0,6.9960726795421655,1.0,Rehab,0.0,Goalkeeper,High,6.5787362665553815,2.262387360372296,0,1,Not Selected
0.0,8.354239298384758,1.0,Rehab,0.0,Forward,High,6.615066011922312,4.605503188667797,0,1,Not Selected
3.0,8.009077999339048,0.0,Rehab,0.0,Goalkeeper,Low,7.594462505147531,3.113736396562023,1,0,Selected
5.0,5.325985169724726,0.0,Partial,0.0,Defender,Medium,5.843258463075738,1.7440639708134675,0,0,Selected
0.0,2.395319904527746,2.0,Full,0.0,Forward,Medium,9.292658426857708,3.2049793210853346,1,0,Selected
1.0,5.197135106427927,0.0,Full,1.0,Forward,High,6.682846707818566,4.12260213840182,0,1,Not Selected
4.0,10.0,1.0,Partial,1.0,Goalkeeper,Medium,8.426161322505557,2.6128336454043657,0,1,Not Selected
3.0,7.166969318491246,1.0,Rehab,0.0,Forward,High,4.667974109124655,7.281320228382264,0,1,Not Selected
3.0,7.683907621009536,1.0,Partial,0.0,Midfielder,High,4.3784010961847155,3.3669388980424575,0,1,Not Selected
4.0,4.667542535622148,0.0,Full,0.0,Goalkeeper,Medium,5.4026151857013955,3.742286449388757,1,1,Selected
3.0,9.418896307373192,0.0,Rehab,2.0,Goalkeeper,High,6.00265212854627,4.804658345401436,0,1,Not Selected
4.0,9.146779817983289,0.0,Rehab,0.0,Defender,High,7.247564073957911,5.0353955818365925,0,1,Not Selected
4.0,3.427991211235222,0.0,Full,1.0,Forward,Low,8.209557952510513,1.6658951261488204,0,1,Selected
3.0,4.349527874403447,0.0,Full,0.0,Defender,High,4.4474181250039,4.701263931874047,0,0,Selected
4.0,7.500244163179458,1.0,Full,0.0,Goalkeeper,High,5.826711350111183,6.8949844674891265,0,1,Not Selected
4.0,3.2215605787985817,1.0,Full,0.0,Defender,Low,7.1081311125306454,3.252109898953271,1,1,Not Selected
2.0,6.9934008366743505,0.0,Partial,0.0,Goalkeeper,High,6.234497683596,4.1795072031177805,0,0,Not Selected
4.0,5.06758741254315,0.0,Rehab,0.0,Defender,Medium,7.871473791008834,2.579340516675972,0,1,Not Selected
5.0,7.073372868404864,0.0,Full,0.0,Defender,Low,7.364456451021269,2.082304614051357,0,1,Not Selected
4.0,8.834685077698827,1.0,Full,0.0,Defender,Low,7.260499342455663,1.3532828578933285,1,1,Selected
0.0,1.0,2.0,Partial,1.0,Goalkeeper,Medium,8.261519564817876,3.2195297561102585,0,1,Not Selected
,4.335468243527931,0.0,Full,0.0,Midfielder,Low,7.881201917793359,3.023349035022063,1,0,Selected
0.0,5.583564697475371,0.0,Partial,0.0,Defender,Low,7.1090927495576794,1.2378710970727576,0,0,Not Selected
4.0,5.859333156869244,0.0,Rehab,0.0,Forward,High,8.219880065661405,0.8447797994048738,0,0,Not Selected
4.0,6.616584348789803,2.0,Partial,0.0,Midfielder,Medium,6.656841725046749,3.2711588352685412,0,0,Not Selected
1.0,5.782052293161299,0.0,Partial,0.0,Forward,Low,5.484878122967736,4.598730124571696,0,0,Not Selected
4.0,5.39213071011553,1.0,Rehab,0.0,Goalkeeper,Medium,7.708342293813381,5.419063704792759,1,0,Not Selected
3.0,9.455759037061231,0.0,Rehab,0.0,Goalkeeper,Low,6.046228954079421,3.449353970859213,0,0,Not Selected
1.0,6.092078983445025,1.0,Partial,0.0,,Low,9.390354639408734,3.098622829474073,0,0,Selected
5.0,8.531533814424357,1.0,Rehab,0.0,Forward,Low,5.010656703598441,4.002317967305775,1,0,Not Selected
4.0,7.541805703252281,0.0,Partial,0.0,Forward,Medium,4.86462573180601,0.34612786009453433,0,1,Not Selected
0.0,6.087195000530855,1.0,Partial,1.0,Midfielder,Medium,8.444627733394746,6.058287541641003,1,0,Not Selected
5.0,7.640095818696341,0.0,Rehab,0.0,Midfielder,High,9.339182495814761,2.6739174680305275,1,1,Not Selected
0.0,5.911255037017585,1.0,Rehab,0.0,Defender,High,8.95619764810451,1.1486883981830036,0,0,Selected
1.0,5.84663735625632,0.0,Full,0.0,Goalkeeper,Medium,6.821281237106162,2.24682376220448,0,1,Selected
5.0,9.00574514530502,0.0,Full,0.0,Goalkeeper,Low,7.819716210033292,4.087885616888721,0,0,Not Selected
1.0,7.8590783584076025,0.0,Partial,0.0,Forward,High,8.058823889473892,1.0694904360532327,1,1,Selected
2.0,2.3290010454328494,0.0,Rehab,0.0,Defender,Low,3.5632977849951315,6.143818204751319,0,0,Not Selected
3.0,6.817451939112436,1.0,Rehab,0.0,Midfielder,Medium,6.599115501789919,2.4099957364907296,0,0,Not Selected
3.0,8.463662293135307,0.0,Full,0.0,Defender,Medium,6.419761188923873,0.6346369335086761,0,1,Not Selected
2.0,7.189564788887042,0.0,Full,1.0,Forward,,8.559435025912837,3.117014249551599,0,1,Selected
0.0,8.139576751480714,0.0,Rehab,0.0,Goalkeeper,Medium,6.939159446398333,2.717741324080016,0,0,Not Selected
5.0,5.636309101801605,0.0,Partial,0.0,Defender,Low,,3.4894504986987207,0,1,Selected
2.0,6.4230215975670815,2.0,Partial,1.0,Midfielder,Medium,7.877023951250083,4.30966363555339,0,0,Not Selected
2.0,4.417507893489477,0.0,Rehab,0.0,Midfielder,High,6.7676127188109,4.794496227618136,0,1,Not Selected
1.0,7.012454147930267,0.0,Full,0.0,Forward,Medium,10.0,4.769737376084557,1,1,Selected
1.0,1.3941618507938296,0.0,Partial,0.0,Forward,Medium,6.267513536622067,3.4528513128805063,1,1,Not Selected
3.0,10.0,0.0,Partial,0.0,Defender,Low,7.317326161636577,6.0469889764833,0,1,Not Selected
3.0,9.545949214313746,1.0,Full,0.0,Defender,High,8.621615262599562,1.5616544882463854,0,1,Not Selected
5.0,8.735745389294516,2.0,Rehab,0.0,Defender,Medium,4.141831223802246,5.979703900480537,0,1,Not Selected
1.0,8.20646780434719,0.0,Rehab,0.0,Midfielder,Medium,6.731002257567059,4.237656488542443,0,1,Not Selected
0.0,9.798245168041873,1.0,Full,0.0,Forward,Low,6.752367844495099,2.401601750619032,1,0,Not Selected
1.0,3.0804870016543022,1.0,Rehab,1.0,Defender,High,8.641821137399683,1.522081097764426,0,1,Selected
3.0,5.817747338767166,0.0,Rehab,0.0,Goalkeeper,Medium,6.046412489475953,0.6617512021903069,0,0,Not Selected
1.0,,0.0,Partial,0.0,Defender,High,8.567040723355968,2.218955716062707,1,0,Selected
5.0,4.81966957568219,2.0,Full,0.0,Defender,High,5.511911948355712,1.8536388794484737,0,0,Not Selected
1.0,6.661555795662726,0.0,Full,1.0,Midfielder,High,6.954359906949008,4.157176930805814,0,1,Not Selected
0.0,10.0,0.0,Full,0.0,Defender,High,6.524705501721593,1.6540011198884519,1,0,Not Selected
3.0,7.041378480016058,1.0,Partial,0.0,Defender,High,7.128762646139056,2.805312721785009,1,1,Selected
1.0,4.459832764006846,0.0,Full,0.0,Midfielder,Low,7.62094801140717,2.7833219982955852,0,1,Selected
0.0,5.837175312696684,1.0,Partial,0.0,Midfielder,High,6.112555996716262,5.200041058687836,1,1,Not Selected
5.0,3.6754762686456446,1.0,Rehab,0.0,Midfielder,Medium,7.785761201573511,0.0,1,1,Not Selected
0.0,2.9474262051808298,0.0,Rehab,0.0,Defender,High,8.35838971119069,2.2961794282715817,0,0,Not Selected
3.0,6.110990798136682,0.0,Partial,1.0,,Low,6.772922755492953,3.510576518095537,0,1,Not Selected
3.0,5.616323638599157,1.0,Partial,0.0,Forward,Medium,9.064020887107263,2.061692049429884,0,1,Not Selected
1.0,10.0,1.0,Rehab,0.0,Defender,Low,6.036562270721376,2.9097457597760163,0,0,Not Selected
4.0,8.870997612925304,0.0,Full,0.0,Forward,Medium,7.395069752015258,1.276880797176881,0,1,Not Selected
1.0,6.612494928760903,0.0,Partial,1.0,Defender,Medium,9.103730645922628,0.1316912016109919,0,1,Not Selected
3.0,9.020766309997192,0.0,Rehab,1.0,Forward,High,8.48748678681217,3.5712613350807088,0,1,Not Selected
3.0,6.757378767223782,0.0,Rehab,0.0,Forward,Low,7.727656277171889,0.992179671369446,0,1,Selected
5.0,9.473878385990599,0.0,Full,0.0,Forward,Low,7.0777219647054,2.4039580341356546,0,0,Selected
3.0,7.649674531375357,0.0,Full,0.0,Goalkeeper,High,5.118123174625166,2.02777370231712,0,0,Not Selected
1.0,10.0,0.0,Rehab,0.0,Midfielder,High,3.9204594257569116,1.5832009927275612,0,1,Selected
0.0,5.922196823462002,0.0,Full,0.0,Forward,High,4.900535180147136,4.250916446558675,0,1,Not Selected
2.0,8.96400943042739,1.0,Partial,0.0,Defender,High,4.424485704447374,3.6822161295807203,0,1,Not Selected
5.0,5.331357905296061,3.0,Partial,0.0,Defender,Low,4.929049405720106,4.123810541563668,0,1,Not Selected
1.0,4.58308811703208,0.0,Rehab,0.0,Forward,High,9.131266952019988,3.8440187832344317,0,1,Not Selected
2.0,3.242401158642268,1.0,Rehab,0.0,Midfielder,High,5.578160250433916,2.977399554563932,0,1,Not Selected
5.0,2.8929949750307347,0.0,Rehab,1.0,Goalkeeper,Low,5.712508737091431,0.0,1,0,Not Selected
5.0,5.800358712836255,0.0,Rehab,0.0,Goalkeeper,High,8.734893702412588,4.7085096956713315,1,1,Not Selected
4.0,7.202790026313752,0.0,Full,0.0,Defender,High,8.190542733187034,2.858318586694634,1,1,Selected
1.0,4.546171601158408,0.0,Full,0.0,Midfielder,Low,4.4818499552824935,3.5896092375918265,1,0,Not Selected
4.0,6.428214839577944,0.0,Full,1.0,Defender,Medium,7.788036147297087,4.845010547136205,0,1,Not Selected
2.0,5.9088250676501675,1.0,Full,0.0,Midfielder,Low,,3.2476681131783613,0,0,Not Selected
3.0,9.043471864484797,1.0,Rehab,0.0,Goalkeeper,High,4.468100852289325,4.329841826761777,1,0,Not Selected
1.0,4.290681579192093,0.0,Partial,1.0,Midfielder,Medium,7.416277546997889,6.648581176999888,0,1,Selected
1.0,7.401231448395741,0.0,Partial,0.0,Goalkeeper,High,5.0405876836650085,1.1511046195666714,1,0,Not Selected
2.0,7.828242687022172,1.0,Full,0.0,Goalkeeper,High,7.48641990198919,4.304174373252259,0,0,Not Selected
1.0,7.402160638760822,0.0,Rehab,0.0,Midfielder,Medium,8.937513060793016,0.45996428793342226,1,0,Not Selected
5.0,3.70901231146899,1.0,Rehab,0.0,Defender,Medium,9.952780995835845,4.018658044298563,0,0,Not Selected
5.0,5.157790272594752,1.0,Partial,0.0,Midfielder,High,8.185751374653512,1.3102269978910828,0,0,Not Selected
4.0,6.933631602810127,0.0,Partial,0.0,Forward,Low,4.6369379432700075,3.9358609686724977,1,0,Not Selected
4.0,8.23517413695839,0.0,Rehab,0.0,Forward,Low,7.045773949677801,1.8623247537631924,0,1,Not Selected
1.0,3.3513202237900432,1.0,Full,0.0,Goalkeeper,High,6.1205890146082504,1.9273329068109275,0,0,Not Selected
1.0,3.912427210448704,2.0,Partial,0.0,Defender,Low,7.047684521291686,2.640545328432828,0,1,Not Selected
0.0,6.197476623554613,1.0,Rehab,1.0,Forward,Medium,7.219763561919908,4.035208613040633,0,0,Not Selected
1.0,5.353356896500429,0.0,Full,0.0,Forward,High,7.121566988698837,0.11511098102026729,0,1,Selected
4.0,5.12131037246409,1.0,Partial,0.0,Midfielder,Low,4.691228998077391,1.4970044044383375,0,1,Not Selected
3.0,7.306559117914366,0.0,Partial,0.0,Defender,Medium,8.209219237303575,2.614771112628884,0,0,Not Selected
2.0,6.2353476503603185,1.0,Full,0.0,,Low,6.388903486394717,0.8891500515119368,0,1,Not Selected
4.0,10.0,0.0,Partial,0.0,Defender,Low,4.967609781777517,4.033060442508218,0,1,Not Selected
3.0,6.246340804276826,0.0,Partial,1.0,Forward,Low,3.7731345838207426,3.007647937060131,0,1,Not Selected
4.0,7.428536957768012,0.0,Partial,0.0,Forward,,6.7247304873830265,3.4411376205707462,1,1,Not Selected
5.0,4.9845022741448055,1.0,Full,0.0,Defender,Low,4.088885743884579,3.8227526176819895,0,1,Selected
2.0,3.144555769139202,0.0,Full,1.0,Goalkeeper,Low,7.754761106334784,3.5699532353271097,1,0,Selected
1.0,8.522711765783631,1.0,Full,0.0,Midfielder,Medium,8.90490566753829,1.8709294884173286,0,0,Not Selected
5.0,5.875226260785928,1.0,Rehab,1.0,Midfielder,Medium,5.774680318270304,2.0946828418544507,0,1,Not Selected
3.0,6.465506817406555,0.0,Full,0.0,Forward,Medium,6.157787411045749,3.777345001070722,0,1,Not Selected
3.0,3.958056890392478,4.0,Partial,0.0,Forward,Low,4.72633651070308,3.2182261060765462,1,1,Not Selected
3.0,1.0,0.0,Rehab,1.0,Defender,Low,4.5524651925066095,2.4846082305479764,0,0,Not Selected
3.0,4.796939510205231,1.0,Full,1.0,Goalkeeper,Low,6.784264231670186,1.0825492811545725,0,1,Not Selected
1.0,9.602844587608779,0.0,Rehab,0.0,Defender,Medium,6.850414457479308,2.58256647860911,0,0,Not Selected
3.0,4.6352512165840665,1.0,Rehab,1.0,Goalkeeper,High,6.61553389209246,3.287085261680134,1,0,Not Selected
0.0,6.9847624130760515,0.0,Partial,0.0,Defender,Low,7.177745311078871,1.7575419641561583,0,1,Selected
2.0,4.243756907288356,0.0,Rehab,0.0,Forward,Low,7.703827132177017,1.9157633238669518,0,0,Not Selected
4.0,5.672853751316004,0.0,Full,0.0,Goalkeeper,Low,6.736468068938459,0.3145090520536109,0,1,Not Selected
2.0,4.150916246953592,0.0,Rehab,1.0,Forward,Medium,7.595387391321737,2.8165895899972857,0,1,Not Selected
4.0,8.084130747897682,1.0,Rehab,0.0,Goalkeeper,Medium,8.137051244922285,1.2794821478275171,1,1,Not Selected
1.0,4.81663138526998,1.0,Full,0.0,Midfielder,Low,7.247202232061212,5.707424552048833,1,1,Not Selected
1.0,9.487574533915863,0.0,Full,0.0,Goalkeeper,High,7.9300615069119695,3.576786037334049,0,0,Selected
2.0,6.680441866318241,1.0,Full,0.0,Defender,Low,6.228107820225839,3.781043052571364,0,0,Not Selected
1.0,10.0,0.0,Rehab,0.0,Midfielder,High,8.280418070748231,1.0477312594553316,0,1,Not Selected
2.0,6.663984827234237,0.0,Partial,0.0,Forward,Low,4.276976755570936,3.0172804773661746,0,1,Selected
1.0,6.5235783808336185,0.0,Full,0.0,Goalkeeper,Low,5.3415863859025565,0.4793781135064381,0,1,Not Selected
2.0,7.002880651836776,1.0,Partial,0.0,Goalkeeper,Medium,7.681488055159946,5.48455540179675,0,0,Not Selected
5.0,8.07915677335239,0.0,Partial,0.0,Forward,Low,4.8972984427772435,4.763213253635596,0,0,Selected
1.0,6.807873318083758,1.0,Full,0.0,Forward,Medium,5.778936724118964,5.551819506414372,0,1,Not Selected
1.0,9.300919430927886,0.0,Full,0.0,Goalkeeper,Low,7.485781278602458,3.9533714942571976,0,0,Not Selected
4.0,10.0,0.0,Full,0.0,Midfielder,Medium,4.819628497080083,2.3089622632321465,1,1,Not Selected
1.0,5.419035235291915,0.0,,0.0,Midfielder,Medium,6.454514844919467,4.173545361574727,0,0,Not Selected
2.0,5.6742167478675505,0.0,Partial,0.0,Midfielder,Low,7.12238488063733,1.7803138310605544,0,1,Not Selected
5.0,5.454711047546145,0.0,Partial,2.0,Defender,High,8.394936306094843,1.9767802782550312,0,0,Not Selected
4.0,7.4794603588760395,1.0,Partial,0.0,Goalkeeper,High,6.324162911528784,1.659040677638433,0,0,Not Selected
5.0,8.09359019332441,1.0,Rehab,1.0,Goalkeeper,High,7.049605986105613,5.344129380054427,0,1,Not Selected
3.0,6.7087770028457765,1.0,Full,0.0,Goalkeeper,Low,7.783496045277417,1.5240316495563027,0,1,Not Selected
1.0,10.0,1.0,Partial,0.0,Goalkeeper,Low,10.0,3.0988261974663356,0,1,Not Selected
0.0,5.243005332924524,0.0,Partial,0.0,Midfielder,Medium,8.057382745511267,2.5198736722788855,0,1,Not Selected
5.0,4.355643701813348,0.0,Partial,0.0,Midfielder,Medium,7.129225665654602,4.091217042596034,0,0,Not Selected
2.0,2.8383447935442523,0.0,Rehab,0.0,Goalkeeper,High,7.627654967683217,3.523829985913924,0,0,Selected
3.0,6.8217518568197475,0.0,Rehab,0.0,Goalkeeper,High,8.471309509319946,0.7506267185358149,0,0,Selected
1.0,8.737293235524746,0.0,Partial,2.0,Midfielder,Low,7.957748451197015,2.7061164492980176,0,1,Not Selected
0.0,2.749938945237187,1.0,Partial,0.0,Defender,Low,5.379989876338947,2.7639682275356674,1,0,Not Selected
0.0,6.179281486245485,1.0,Partial,0.0,Goalkeeper,Low,7.238412002788676,1.9560672077948573,0,1,Not Selected
0.0,7.525039495207792,2.0,Rehab,0.0,Midfielder,Low,5.907472127504123,3.8802925801544994,0,0,Not Selected
0.0,4.619885365681692,0.0,Partial,0.0,Forward,High,4.17314517648467,4.819828210326748,0,0,Not Selected
5.0,8.07773569860573,0.0,Full,0.0,Defender,Low,7.747484778276478,1.31352539054327,0,0,Not Selected
2.0,2.9701316741124275,0.0,Full,0.0,Midfielder,High,3.3501285396667035,2.070216785708843,0,0,Selected
